BJD - 2454833, Corrected Flux
2083.535354297, 1.022367302,
2083.555786124, 1.022050521,
2083.576217751, 1.020714106,
2083.596649478, 1.019848959,
2083.617081205, 1.019747520,
2083.637512931, 1.019057447,
2083.657944557, 1.014351088,
2083.678376383, 1.010851028,
2083.698808109, 1.010582198,
2083.719239735, 1.013389248,
2083.739671560, 1.015573029,
2083.800966734, 1.016894298,
2083.821398459, 1.015740078,
2083.841830183, 1.013591142,
2083.862261907, 1.011976675,
2083.882693631, 1.011522963,
2083.903125355, 1.011391382,
2083.923557178, 1.009659204,
2083.943988801, 1.008892504,
2083.964420624, 1.008467906,
2083.984852346, 1.009624301,
2084.005283969, 1.005099471,
2084.025715791, 1.005344240,
2084.046147513, 1.004371689,
2084.066579135, 1.003254659,
2084.087010957, 1.002070326,
2084.107442678, 0.999835528,
2084.148306120, 0.997811639,
2084.168737841, 0.997725580,
2084.189169562, 0.996750256,
2084.209601282, 0.994337786,
2084.230033002, 0.994507321,
2084.291328161, 1.006339470,
2084.332191599, 1.004329197,
2084.352623318, 1.000934098,
2084.373055037, 0.998916809,
2084.393486755, 0.999691252,
2084.413918473, 1.000588502,
2084.434350291, 1.000148471,
2084.454781909, 1.001530451,
2084.475213626, 1.003456534,
2084.495645444, 1.001572616,
2084.516077061, 1.001421152,
2084.536508778, 1.001223841,
2084.556940595, 0.998493486,
2084.577372211, 0.998600280,
2084.597803927, 0.998674947,
2084.618235743, 0.995680197,
2084.638667359, 0.994984116,
2084.659099075, 0.994005252,
2084.679530890, 0.992125730,
2084.699962505, 0.995959494,
2084.720394320, 0.998052393,
2084.781689464, 0.997194392,
2084.802121178, 0.996947759,
2084.822552892, 0.996735070,
2084.842984606, 0.998106131,
2084.863416320, 0.998448484,
2084.883848033, 0.995702707,
2084.904279846, 0.992889159,
2084.924711459, 0.991620674,
2084.945143172, 0.991626251,
2084.965574984, 0.988527388,
2085.006438309, 0.990111869,
2085.026870121, 0.998132331,
2085.047301732, 0.998232950,
2085.067733444, 1.001366060,
2085.088165255, 0.996929622,
2085.108596866, 0.992933062,
2085.129028677, 0.992891750,
2085.149460287, 0.993486108,
2085.169891998, 0.994716190,
2085.190323808, 0.996566487,
2085.210755418, 0.998339901,
2085.231187128, 1.000924783,
2085.251618938, 1.001652546,
2085.272050647, 1.002212992,
2085.292482256, 1.001745709,
2085.312914065, 0.999617368,
2085.333345774, 1.003302843,
2085.353777383, 1.003970433,
2085.374209191, 1.003543145,
2085.394640899, 1.003455103,
2085.415072507, 1.002211820,
2085.435504315, 1.002070354,
2085.455936022, 1.005478341,
2085.517231144, 1.002596266,
2085.537662951, 1.004420536,
2085.558094557, 1.010637166,
2085.578526264, 1.022001055,
2085.598958070, 1.023230103,
2085.619389676, 1.024244880,
2085.639821381, 1.026506182,
2085.660253187, 1.023450129,
2085.680684792, 1.021284446,
2085.701116498, 1.020916272,
2085.762411612, 1.026052793,
2085.782843416, 1.025803870,
2085.803275120, 1.021476694,
2085.823706824, 1.019957861,
2085.844138528, 1.018420477,
2085.864570132, 1.017627766,
2085.885001935, 1.017517533,
2085.905433638, 1.014988432,
2085.925865241, 1.013181385,
2085.946297044, 1.014715874,
2085.966728746, 1.012231107,
2085.987160349, 1.013096766,
2086.007592151, 1.012828196,
2086.028023853, 1.011742322,
2086.048455455, 1.011183194,
2086.068887256, 1.006881901,
2086.089318958, 1.006153538,
2086.109750659, 1.003583642,
2086.130182360, 1.003704763,
2086.150614061, 1.000397934,
2086.171045761, 0.996699750,
2086.191477462, 0.993313412,
2086.252772662, 1.006759665,
2086.273204261, 1.007732058,
2086.293636061, 1.006583937,
2086.314067760, 1.003247455,
2086.334499359, 1.000427135,
2086.354931158, 1.001796253,
2086.375362857, 1.002668665,
2086.395794455, 1.003777253,
2086.416226253, 1.004653155,
2086.436657951, 1.005444754,
2086.457089549, 1.006041170,
2086.477521347, 1.005934293,
2086.497953045, 1.008251401,
2086.518384642, 1.009182625,
2086.538816439, 1.008335378,
2086.559248036, 1.008908119,
2086.579679833, 1.007312561,
2086.600111529, 1.008168236,
2086.620543226, 1.006600582,
2086.640974922, 1.008114601,
2086.661406618, 1.007005329,
2086.681838313, 1.005279530,
2086.743133400, 1.014269581,
2086.763565095, 1.013578368,
2086.804428484, 1.014575035,
2086.824860279, 1.012277347,
2086.845291873, 1.009455763,
2086.865723567, 1.006068870,
2086.886155361, 1.003543570,
2086.906586955, 1.001709078,
2086.927018748, 1.000959061,
2086.947450441, 1.000987799,
2086.967882034, 1.000535519,
2086.988313827, 0.998747262,
2087.008745520, 0.998612741,
2087.029177113, 0.998220418,
2087.049608905, 0.997587825,
2087.070040597, 0.996177356,
2087.090472289, 0.996233552,
2087.110903981, 0.994899570,
2087.131335673, 0.992487524,
2087.151767364, 0.991993707,
2087.172199056, 0.990867772,
2087.233494128, 0.998998482,
2087.253925819, 0.997896752,
2087.274357609, 0.997291598,
2087.294789199, 0.998332183,
2087.315220889, 0.993589538,
2087.335652679, 0.994069107,
2087.356084269, 0.994334437,
2087.376515958, 0.994833151,
2087.396947747, 0.995715942,
2087.417379336, 0.998101903,
2087.437811025, 1.000172998,
2087.458242814, 1.002707912,
2087.478674403, 1.005001175,
2087.499106091, 1.004790660,
2087.519537879, 1.006016972,
2087.539969467, 1.008307061,
2087.560401155, 1.005909917,
2087.580832942, 1.007331323,
2087.601264530, 1.006780841,
2087.621696317, 1.006255102,
2087.642128004, 1.004550601,
2087.662559691, 1.007088953,
2087.723854751, 1.016791709,
2087.744286537, 1.014989455,
2087.764718123, 1.014548838,
2087.805581594, 1.013658436,
2087.826013180, 1.012740663,
2087.846444865, 1.013426278,
2087.866876650, 1.014484907,
2087.887308235, 1.014266118,
2087.907739919, 1.016156077,
2087.928171704, 1.014264653,
2087.948603288, 1.009909465,
2087.969034973, 1.008032111,
2087.989466657, 1.005884285,
2088.009898341, 1.005494936,
2088.030330124, 1.147743750,
2088.071193391, 1.069017994,
2088.091625174, 1.043164075,
2088.112056857, 1.024498666,
2088.132488440, 1.015502383,
2088.152920223, 1.008262841,
2088.214215269, 1.006076347,
2088.234646951, 1.002330349,
2088.255078533, 1.001248332,
2088.275510314, 1.000266332,
2088.295941996, 0.999387990,
2088.316373577, 0.999620419,
2088.336805358, 0.999368308,
2088.357237039, 1.000120052,
2088.377668820, 1.002125511,
2088.398100400, 1.004029950,
2088.418532081, 1.003595656,
2088.438963861, 1.002252087,
2088.459395441, 1.003185956,
2088.479827121, 1.007967169,
2088.500258900, 1.007343028,
2088.520690480, 1.005876813,
2088.541122159, 1.005316470,
2088.561553938, 1.007430441,
2088.581985617, 1.005785919,
2088.602417196, 1.005480294,
2088.622848975, 1.003954265,
2088.643280653, 1.001743022,
2088.684144009, 1.014992314,
2088.704575687, 1.014401609,
2088.725007365, 1.012292253,
2088.745439043, 1.012817683,
2088.765870620, 1.013931105,
2088.786302398, 1.013973795,
2088.806734075, 1.015383084,
2088.827165651, 1.015707878,
2088.847597428, 1.017994959,
2088.868029105, 1.019556961,
2088.888460681, 1.018447923,
2088.908892458, 1.016954775,
2088.929324134, 1.016337953,
2088.949755810, 1.014879046,
2088.970187485, 1.013099875,
2088.990619161, 1.010744026,
2089.011050836, 1.008927493,
2089.031482512, 1.008336481,
2089.051914187, 1.005482387,
2089.072345962, 1.002816253,
2089.092777636, 1.000107536,
2089.113209211, 0.997440641,
2089.133640985, 0.995288729,
2089.194936008, 1.002876101,
2089.215367681, 1.002259971,
2089.235799255, 1.002309901,
2089.256231029, 1.001354049,
2089.276662702, 0.999751030,
2089.297094275, 0.992867176,
2089.317526048, 0.992258416,
2089.337957721, 0.992751462,
2089.358389293, 0.990385591,
2089.378821066, 0.989559861,
2089.399252638, 0.990067340,
2089.419684410, 0.989867637,
2089.440116082, 0.990801055,
2089.460547654, 0.992083933,
2089.480979426, 0.991685664,
2089.501411097, 0.992317575,
2089.521842768, 0.993386121,
2089.542274439, 0.996372626,
2089.562706110, 0.996155363,
2089.583137781, 0.997028595,
2089.603569452, 0.998157651,
2089.624001123, 0.998288286,
2089.705727803, 0.996052932,
2089.726159573, 1.003121529,
2089.746591142, 1.005042481,
2089.767022912, 1.006206791,
2089.787454581, 1.007795237,
2089.807886150, 1.007088519,
2089.828317919, 1.008196743,
2089.848749588, 1.007013572,
2089.869181156, 1.006301495,
2089.889612925, 1.005141868,
2089.910044593, 1.004085178,
2089.930476261, 1.004257419,
2089.950907929, 1.004300737,
2089.971339597, 1.004711852,
2089.991771265, 1.004745718,
2090.012202932, 1.005650181,
2090.032634599, 1.004902874,
2090.053066267, 1.003539045,
2090.073497934, 1.004119318,
2090.093929601, 1.003718110,
2090.114361367, 1.004426041,
2090.134792934, 1.003562457,
2090.155224600, 1.005319958,
2090.175656367, 1.003085727,
2090.196087933, 1.001423832,
2090.216519599, 1.000784431,
2090.236951364, 1.000346506,
2090.257382930, 0.997683599,
2090.277814596, 0.996147590,
2090.298246361, 0.994986371,
2090.318677926, 0.999059565,
2090.339109591, 1.000293829,
2090.359541356, 1.002219588,
2090.420836350, 0.994399533,
2090.441267914, 1.001986532,
2090.461699678, 1.009559438,
2090.482131342, 1.012228935,
2090.502563006, 1.013901817,
2090.522994670, 1.013751788,
2090.543426333, 1.016004645,
2090.563857996, 1.018886366,
2090.584289660, 1.018630363,
2090.604721323, 1.020159886,
2090.625152986, 1.019334899,
2090.645584748, 1.017154551,
2090.666016311, 1.017423683,
2090.686447973, 1.017780588,
2090.706879736, 1.019472009,
2090.727311298, 1.021419864,
2090.747742960, 1.021386880,
2090.768174722, 1.022745667,
2090.788606284, 1.022294856,
2090.809038045, 1.023776901,
2090.829469706, 1.026537387,
2090.849901268, 1.026309810,
2090.870333029, 1.027343971,
2090.890764590, 1.027591055,
2090.911196251, 1.028363636,
2090.931628011, 1.028209804,
2090.952059572, 1.027740554,
2090.972491232, 1.027229123,
2090.992922992, 1.025999128,
2091.013354653, 1.024660294,
2091.033786213, 1.022914311,
2091.054217972, 1.021538271,
2091.074649632, 1.021425777,
2091.095081292, 1.021240792,
2091.156376369, 1.011240597,
2091.176807928, 1.009970220,
2091.197239587, 1.007394605,
2091.217671346, 1.002956438,
2091.238102904, 1.001725658,
2091.258534562, 0.996156434,
2091.278966321, 0.996457990,
2091.299397879, 0.995127095,
2091.319829537, 0.994497816,
2091.340261295, 0.997667443,
2091.360692852, 1.001461798,
2091.381124510, 1.005931284,
2091.401556267, 1.006433070,
2091.421987824, 1.006765180,
2091.442419581, 1.003913074,
2091.462851238, 1.001354759,
2091.483282895, 1.002450728,
2091.503714552, 1.001537580,
2091.524146208, 0.999094050,
2091.544577865, 0.996015887,
2091.565009521, 0.994979108,
2091.585441177, 0.993938808,
2091.646736144, 0.994909931,
2091.667167700, 0.995073410,
2091.687599455, 0.994270045,
2091.708031111, 0.992725722,
2091.728462666, 0.992771597,
2091.748894421, 0.991030741,
2091.769326075, 0.992109522,
2091.789757830, 0.988496597,
2091.810189385, 0.991766989,
2091.830621039, 0.992277200,
2091.912347755, 0.991390123,
2091.932779309, 0.999123731,
2091.953210963, 1.000633744,
2091.973642716, 0.999928737,
2091.994074370, 1.001185636,
2092.014505923, 1.001160634,
2092.034937676, 0.999720197,
2092.055369329, 1.002290864,
2092.075800882, 1.002153857,
2092.096232634, 1.003301684,
2092.116664287, 1.001439951,
2092.137096039, 1.000468621,
2092.157527591, 0.998680955,
2092.177959244, 0.997055508,
2092.198390995, 0.996991806,
2092.218822547, 0.996666229,
2092.239254199, 0.997492356,
2092.259685851, 0.998065434,
2092.280117502, 0.997091574,
2092.300549053, 0.998797678,
2092.320980805, 0.999396090,
2092.341412456, 0.998956622,
2092.361844107, 0.999178513,
2092.382275757, 0.997763841,
2092.402707408, 0.996850732,
2092.423139158, 0.997918051,
2092.443570709, 0.997404903,
2092.484434109, 0.996678682,
2092.504865760, 0.999150589,
2092.525297309, 1.000095834,
2092.545729059, 1.000239809,
2092.566160709, 1.001892124,
2092.627455657, 0.998787023,
2092.647887206, 0.999102365,
2092.668318955, 1.001054341,
2092.688750604, 1.002724189,
2092.709182152, 1.004227890,
2092.729613901, 1.003896140,
2092.750045550, 1.003936714,
2092.770477298, 1.006786050,
2092.790908846, 1.006915490,
2092.811340494, 1.008966820,
2092.831772242, 1.010085141,
2092.852203790, 1.012612082,
2092.872635438, 1.015815065,
2092.893067185, 1.018850093,
2092.913498733, 1.028888499,
2092.933930380, 1.022087128,
2092.954362127, 1.020271761,
2092.974793774, 1.020162138,
2092.995225321, 1.022411185,
2093.015657068, 1.024380390,
2093.036088614, 1.025801541,
2093.056520261, 1.027393374,
2093.076952007, 1.028847205,
2093.097383554, 1.028083621,
2093.117815300, 1.027791917,
2093.138246946, 1.026812991,
2093.158678492, 1.025399349,
2093.179110238, 1.024840496,
2093.199541884, 1.023921336,
2093.219973429, 1.022803765,
2093.240405175, 1.019947666,
2093.260836820, 1.016996368,
2093.281268365, 1.016371415,
2093.301700110, 1.016781129,
2093.322131755, 1.014614052,
2093.342563400, 1.014247409,
2093.362995045, 1.012694180,
2093.383426689, 1.012449967,
2093.403858434, 1.010423942,
2093.424289978, 1.013441548,
2093.444721622, 1.010651638,
2093.465153366, 1.003102885,
2093.485585010, 1.001322732,
2093.506016554, 0.999420504,
2093.526448298, 0.998546007,
2093.546879942, 0.995862478,
2093.608174872, 1.002139203,
2093.628606415, 1.002405133,
2093.649038158, 1.002072322,
2093.669469801, 1.002787241,
2093.689901344, 1.000926204,
2093.710333086, 1.001192511,
2093.730764729, 0.994270764,
2093.751196371, 0.993330921,
2093.771628014, 0.991851915,
2093.792059556, 0.990969591,
2093.832922940, 0.992537941,
2093.853354582, 0.991437712,
2093.873786224, 0.989156224,
2093.894217865, 0.989292924,
2093.914649507, 0.989690561,
2093.935081148, 0.987202521,
2093.955512789, 0.986839571,
2093.975944431, 0.987004738,
2093.996376072, 0.989199691,
2094.016807713, 0.991525489,
2094.037239453, 0.990186662,
2094.057671094, 0.990608305,
2094.078102635, 0.991800602,
2094.098534375, 0.991468087,
2094.118966016, 0.992572730,
2094.139397556, 0.991792707,
2094.159829296, 0.995204469,
2094.180260936, 0.992851833,
2094.200692476, 0.993534009,
2094.221124216, 0.993759875,
2094.241555855, 0.992378992,
2094.261987395, 0.989645648,
2094.282419134, 0.990386276,
2094.302850774, 0.989628008,
2094.323282513, 0.990159896,
2094.343714052, 0.989302285,
2094.364145691, 0.989928659,
2094.384577330, 0.990120479,
2094.405008969, 0.991723926,
2094.425440608, 0.993138118,
2094.445872246, 0.994020888,
2094.466303885, 0.996517265,
2094.486735523, 0.999455520,
2094.507167161, 0.996666740,
2094.527598799, 0.991698065,
2094.588893713, 1.001038312,
2094.609325351, 1.001232343,
2094.629757088, 0.999049089,
2094.650188626, 0.998554322,
2094.670620363, 0.997442940,
2094.691052001, 0.998066514,
2094.711483538, 0.997528236,
2094.731915275, 0.994995307,
2094.752346912, 0.991219002,
2094.772778449, 0.987418671,
2094.793210185, 0.987949972,
2094.813641822, 0.985534025,
2094.834073359, 0.986057612,
2094.854505095, 0.988139656,
2094.874936731, 0.992018741,
2094.895368367, 0.996205793,
2094.915800004, 1.001568572,
2094.936231640, 1.005635023,
2094.956663375, 1.010600688,
2094.977094911, 1.014803629,
2094.997526547, 1.018767924,
2095.017958283, 1.020871147,
2095.038389918, 1.020490592,
2095.058821453, 1.022478161,
2095.079253189, 1.027562623,
2095.099684824, 1.031809158,
2095.120116359, 1.032576837,
2095.140548094, 1.025308481,
2095.160979629, 1.021746105,
2095.181411264, 1.023967693,
2095.201842998, 1.024440417,
2095.222274533, 1.023321751,
2095.242706267, 1.024528848,
2095.263137902, 1.022126532,
2095.324432804, 1.031120977,
2095.344864338, 1.022296258,
2095.365296072, 1.023222101,
2095.385727706, 1.021765508,
2095.406159339, 1.020303740,
2095.426590973, 1.016556370,
2095.447022606, 1.012092966,
2095.467454239, 1.010516295,
2095.487885873, 1.010785691,
2095.508317506, 1.021391949,
2095.569612405, 1.016511172,
2095.590044138, 1.013214087,
2095.610475770, 1.010958059,
2095.630907303, 1.007000701,
2095.651339035, 1.005436837,
2095.671770668, 1.003767022,
2095.692202200, 1.004068737,
2095.712633932, 1.004110380,
2095.733065564, 1.001265489,
2095.753497096, 1.000144567,
2095.773928828, 0.998816618,
2095.794360460, 0.997945957,
2095.814791992, 0.998555072,
2095.835223723, 0.999649321,
2095.855655355, 0.997531890,
2095.876086986, 0.997327398,
2095.896518617, 0.997786114,
2095.916950249, 0.996501283,
2095.937381880, 0.999957145,
2095.957813511, 0.993856265,
2095.978245142, 0.992077215,
2095.998676773, 0.990083524,
2096.019108403, 0.990294197,
2096.039540034, 0.989417912,
2096.059971765, 0.989338574,
2096.080403295, 0.987151809,
2096.100834925, 0.988385276,
2096.121266656, 0.989450755,
2096.141698186, 0.988836973,
2096.162129916, 0.989424124,
2096.182561546, 0.988413807,
2096.202993076, 0.992043397,
2096.223424806, 0.990676847,
2096.243856436, 0.994844204,
2096.264287965, 0.994018216,
2096.284719695, 0.985773069,
2096.305151324, 0.987298711,
2096.325582854, 0.986955513,
2096.346014583, 0.986060372,
2096.366446212, 0.986900301,
2096.386877841, 0.986773293,
2096.407309470, 0.986182541,
2096.427741099, 0.984973028,
2096.448172828, 0.982916716,
2096.468604357, 0.979413442,
2096.489035985, 0.978688617,
2096.550330871, 0.999398869,
2096.570762599, 0.994317924,
2096.591194127, 0.994660893,
2096.611625756, 0.992687372,
2096.632057484, 0.992850370,
2096.652489012, 0.991699745,
2096.672920640, 0.992782292,
2096.693352367, 0.994193526,
2096.713783895, 0.994607538,
2096.734215623, 0.993536597,
2096.754647250, 0.993490633,
2096.775078778, 0.997444745,
2096.795510505, 0.998408166,
2096.815942132, 1.001199274,
2096.836373659, 1.002635035,
2096.856805387, 1.004275480,
2096.877237014, 1.005922297,
2096.897668641, 1.005745203,
2096.918100267, 1.002806651,
2096.938531894, 1.000415122,
2096.979395147, 0.999242142,
2096.999826774, 0.998787844,
2097.020258501, 0.998969974,
2097.040690127, 0.999400834,
2097.101985005, 0.997625076,
2097.122416532, 0.995837253,
2097.142848257, 0.992901145,
2097.163279883, 0.995582083,
2097.183711409, 0.997239625,
2097.204143135, 0.993435658,
2097.224574760, 0.990137245,
2097.245006286, 0.992429609,
2097.265438012, 0.994069974,
2097.285869537, 0.996932381,
2097.306301162, 0.997255112,
2097.326732887, 0.997276320,
2097.347164413, 0.998334945,
2097.367596138, 0.991883125,
2097.388027763, 0.988784599,
2097.408459388, 0.986891537,
2097.428891012, 0.993937664,
2097.449322637, 0.997347263,
2097.469754262, 1.004597649,
2097.551480860, 1.000655269,
2097.571912384, 1.006503118,
2097.592344008, 1.011115793,
2097.612775733, 1.012042009,
2097.633207257, 1.012362011,
2097.653638981, 1.015278760,
2097.674070605, 1.016338542,
2097.694502128, 1.015047250,
2097.714933852, 1.011766930,
2097.735365476, 1.009433684,
2097.755797000, 1.007145662,
2097.776228723, 1.005926937,
2097.796660347, 1.005108621,
2097.817091870, 1.003327071,
2097.837523593, 1.004445088,
2097.857955216, 1.002201754,
2097.878386840, 1.001917032,
2097.898818463, 1.001452355,
2097.919250086, 1.001558340,
2097.939681709, 1.000728034,
2097.960113332, 1.002385691,
2097.980544954, 1.001623691,
2098.000976577, 1.002374646,
2098.021408200, 1.003294571,
2098.041839822, 1.004292434,
2098.062271445, 1.007313891,
2098.082703067, 1.008495832,
2098.103134690, 1.006409735,
2098.123566412, 1.003274241,
2098.143997934, 0.998968440,
2098.164429557, 0.997273106,
2098.184861279, 0.998346694,
2098.205292801, 0.998688577,
2098.266587666, 1.002016616,
2098.287019388, 1.000024191,
2098.307451010, 0.999058756,
2098.327882531, 0.999574718,
2098.348314253, 1.001234509,
2098.368745874, 1.000254455,
2098.389177496, 1.000926384,
2098.409609117, 0.999103686,
2098.430040739, 0.999634227,
2098.450472360, 1.000844605,
2098.470903981, 0.999102000,
2098.491335602, 1.001267462,
2098.511767323, 1.000385040,
2098.532198844, 1.001387191,
2098.552630465, 1.000980108,
2098.573062186, 0.998798047,
2098.593493806, 0.999154569,
2098.613925327, 0.996890722,
2098.634357048, 0.996887629,
2098.654788568, 0.995042066,
2098.675220189, 0.995345047,
2098.695651909, 0.994070759,
2098.716083430, 0.994840140,
2098.736515050, 0.993085883,
2098.756946770, 0.990441844,
2098.777378290, 0.990698520,
2098.797810010, 0.987998844,
2098.818241630, 0.987871790,
2098.838673150, 0.988493253,
2098.859104870, 0.988299507,
2098.879536490, 0.987918613,
2098.899968010, 0.988956540,
2098.920399730, 0.989213997,
2098.940831349, 0.990562500,
2098.961262969, 0.991405297,
2098.981694588, 0.992088506,
2099.002126208, 0.993448611,
2099.022557827, 0.994709965,
2099.042989547, 0.995750469,
2099.063421066, 0.997162177,
2099.083852785, 1.003717750,
2099.104284404, 1.004759430,
2099.124715924, 1.001455747,
2099.145147643, 1.000439269,
2099.165579262, 1.002852289,
2099.186010781, 1.006548726,
2099.206442499, 1.006358642,
2099.226874118, 1.006340704,
2099.247305637, 1.008649527,
2099.267737356, 1.009000791,
2099.288168974, 1.009848037,
2099.308600493, 1.009072806,
2099.329032212, 1.006689651,
2099.349463830, 1.007723367,
2099.369895448, 1.006420469,
2099.390327067, 1.006594151,
2099.410758685, 1.002432907,
2099.431190303, 0.998696898,
2099.492485158, 1.003287399,
2099.512916776, 1.008540447,
2099.533348394, 1.010530726,
2099.553780012, 1.010669773,
2099.574211629, 1.011379213,
2099.594643347, 1.013359795,
2099.615074965, 1.007795255,
2099.635506483, 0.994569852,
2099.655938200, 0.982449497,
2099.676369818, 0.971304567,
2099.696801336, 0.959176779,
2099.717233053, 0.955262650,
2099.737664670, 0.956241439,
2099.758096188, 0.960197918,
2099.778527905, 0.969628374,
2099.798959522, 0.975164742,
2099.819391040, 0.981370654,
2099.839822757, 0.986498824,
2099.860254374, 0.993788638,
2099.880686091, 1.001382746,
2099.901117608, 1.003337190,
2099.921549225, 1.003976869,
2099.982844076, 1.016662144,
2100.003275792, 1.017321591,
2100.023707309, 1.015588266,
2100.044138926, 1.015049554,
2100.064570542, 1.013393860,
2100.085002159, 1.013300755,
2100.105433775, 1.013971117,
2100.146297008, 1.013199752,
2100.166728725, 1.016548769,
2100.187160341, 1.017044428,
2100.207591857, 1.016510569,
2100.228023573, 1.015154908,
2100.248455190, 1.016342062,
2100.268886706, 1.017391589,
2100.289318422, 1.017448691,
2100.309750038, 1.018177876,
2100.330181554, 1.017875673,
2100.350613270, 1.019534669,
2100.371044885, 1.018388014,
2100.391476401, 1.018683739,
2100.411908117, 1.015600031,
2100.432339733, 1.015898472,
2100.452771449, 1.015039884,
2100.473202964, 1.013489078,
2100.493634580, 1.011981398,
2100.514066295, 1.011663390,
2100.534497811, 1.008766036,
2100.554929426, 1.006654431,
2100.575361142, 1.007775298,
2100.595792757, 1.009823542,
2100.616224273, 1.011185147,
2100.636655988, 1.010143116,
2100.657087603, 1.010588106,
2100.677519118, 1.008999441,
2100.697950834, 1.008615102,
2100.718382449, 1.007497347,
2100.738814164, 1.003559009,
2100.759245679, 1.001186459,
2100.779677294, 1.001025667,
2100.800108909, 0.998661260,
2100.820540524, 0.995736427,
2100.840972039, 0.996007408,
2100.861403754, 0.993125337,
2100.881835368, 0.996682977,
2100.902266883, 0.989958932,
2100.922698598, 0.989151241,
2100.943130213, 0.988289736,
2100.963561827, 0.988162696,
2100.983993442, 0.990174900,
2101.004425056, 0.991792309,
2101.024856771, 0.992276696,
2101.045288285, 0.994236552,
2101.065719900, 0.994575554,
2101.086151614, 0.996198002,
2101.106583229, 0.994888888,
2101.127014743, 0.995531640,
2101.147446457, 0.997006454,
2101.167878071, 1.000266963,
2101.188309586, 1.001718440,
2101.208741300, 0.998645059,
2101.229172914, 0.997693426,
2101.249604628, 0.993928069,
2101.270036142, 0.996351558,
2101.290467756, 1.005331248,
2101.310899470, 1.012307887,
2101.331330984, 1.006904297,
2101.351762598, 1.004568352,
2101.372194312, 1.004701817,
2101.392625826, 1.005987904,
2101.453920667, 1.011311049,
2101.474352281, 1.013102177,
2101.494783895, 1.010878871,
2101.515215508, 1.013178936,
2101.535647222, 1.011727677,
2101.556078735, 1.016580968,
2101.576510349, 1.019356261,
2101.596942063, 1.018591516,
2101.617373576, 1.016060959,
2101.637805189, 1.014452287,
2101.658236903, 1.015625268,
2101.678668516, 1.014915523,
2101.699100030, 1.030469171,
2101.719531743, 1.019070502,
2101.739963356, 1.015814530,
2101.760394870, 1.008476513,
2101.780826583, 1.007568459,
2101.801258196, 1.002228015,
2101.821689909, 1.008405853,
2101.842121422, 1.002265645,
2101.862553035, 1.030206902,
2101.882984748, 1.050645484,
2101.903416262, 1.014270335,
2101.923847875, 0.992897227,
2101.944279588, 0.979956026,
2101.964711100, 0.967349508,
2101.985142713, 0.959814634,
2102.005574426, 0.956612386,
2102.026005939, 0.957745923,
2102.046437652, 0.961261517,
2102.066869265, 0.963111920,
2102.087300878, 0.964869358,
2102.107732490, 0.967094326,
2102.128164103, 0.970629051,
2102.148595716, 0.977834503,
2102.169027329, 0.983435354,
2102.189458941, 0.989483165,
2102.209890454, 0.999122766,
2102.230322167, 1.009439130,
2102.250753779, 1.014279712,
2102.271185292, 1.017049194,
2102.291617004, 1.021016161,
2102.312048617, 1.023123346,
2102.332480329, 1.025855207,
2102.352911842, 1.029670518,
2102.373343454, 1.028707227,
2102.393775167, 1.026890598,
2102.414206679, 1.027588254,
2102.434638291, 1.025566382,
2102.455070004, 1.020701508,
2102.475501516, 1.019278829,
2102.495933128, 1.020498277,
2102.516364840, 1.020962677,
2102.536796353, 1.021756094,
2102.557227965, 1.024272475,
2102.577659677, 1.021834024,
2102.598091289, 1.022045361,
2102.618522902, 1.021317710,
2102.638954514, 1.021107195,
2102.659386126, 1.018454686,
2102.679817738, 1.017567303,
2102.700249350, 1.015458772,
2102.720680962, 1.013716366,
2102.741112674, 1.011560021,
2102.761544186, 1.008605504,
2102.781975798, 1.005254633,
2102.802407410, 1.002302857,
2102.822839022, 0.999283857,
2102.843270734, 0.997251028,
2102.863702346, 0.992052369,
2102.884133858, 0.989116397,
2102.904565570, 0.987034916,
2102.924997081, 0.985469090,
2102.945428693, 0.983752686,
2102.965860405, 0.982398133,
2102.986291917, 0.982072254,
2103.006723529, 0.981218804,
2103.027155241, 0.981684424,
2103.047586752, 0.983087993,
2103.068018364, 0.983975739,
2103.088450076, 0.981835497,
2103.108881688, 0.980158536,
2103.129313299, 0.977071615,
2103.149744911, 0.977049798,
2103.170176523, 0.976530986,
2103.190608134, 0.976527735,
2103.211039746, 0.976993270,
2103.231471357, 0.978548574,
2103.251902969, 0.980992989,
2103.272334581, 0.982287020,
2103.292766192, 0.987363781,
2103.313197904, 0.988239488,
2103.354061027, 0.996683135,
2103.415355961, 0.989471020,
2103.435787573, 0.993646669,
2103.456219084, 0.996010082,
2103.476650796, 0.999993578,
2104.089599135, 0.971174201,
2104.110030846, 0.966654133,
2104.130462457, 0.962683194,
2104.150894168, 0.961314425,
2104.171325680, 0.957172741,
2104.191757291, 0.954642304,
2104.212188902, 0.951327525,
2104.232620513, 0.952634746,
2104.253052124, 0.951809816,
2104.273483735, 0.947697908,
2104.293915347, 0.945968717,
2104.314346958, 0.949865884,
2104.334778669, 0.956441087,
2104.375641791, 0.968386564,
2104.396073502, 0.977031576,
2104.416505014, 0.987487082,
2104.436936725, 0.998627912,
2104.457368336, 1.006464132,
2104.477799847, 1.014420271,
2104.498231558, 1.022497209,
2104.518663169, 1.024953557,
2104.539094680, 1.024963016,
2104.559526391, 1.024622158,
2104.579958003, 1.023799738,
2104.620821225, 1.032174848,
2104.641252836, 1.032015798,
2104.661684547, 1.030842709,
2104.682116058, 1.035096101,
