BJD - 2454833, Corrected Flux
2126.850469541, 1.008181494,
2126.870901289, 1.006107029,
2126.891333137, 1.007586029,
2126.952628384, 1.008836722,
2126.973060033, 1.009549595,
2126.993491783, 1.009248321,
2127.013923633, 1.008076374,
2127.034355283, 1.007753823,
2127.054787134, 1.009519228,
2127.075218884, 1.009771506,
2127.095650535, 1.009499386,
2127.116082386, 1.011365240,
2127.136514138, 1.011676943,
2127.197809394, 1.003288554,
2127.218241246, 1.003060152,
2127.238672899, 1.004713188,
2127.259104652, 1.005312491,
2127.279536405, 1.002284643,
2127.299968159, 0.997898172,
2127.320399912, 0.995165513,
2127.340831766, 0.990241002,
2127.361263421, 0.984200726,
2127.381695175, 0.979573809,
2127.422558685, 0.983826933,
2127.442990540, 0.985818092,
2127.463422296, 0.985079126,
2127.483853952, 0.980383123,
2127.504285808, 0.976838307,
2127.524717564, 0.973602011,
2127.545149221, 0.970045962,
2127.565581078, 0.973249728,
2127.586012835, 0.961945116,
2127.606444692, 0.957286668,
2127.626876350, 0.954922381,
2127.688171624, 0.940968171,
2127.708603383, 0.932123947,
2127.729035242, 0.931862690,
2127.749466901, 0.934038358,
2127.769898761, 0.936470820,
2127.790330520, 0.948200587,
2127.810762280, 0.956653090,
2127.831194041, 0.960393181,
2127.851625801, 0.964259528,
2127.892489323, 0.964583229,
2127.912921084, 0.969658553,
2127.933352846, 0.968698294,
2127.953784607, 0.968480979,
2127.974216370, 0.970358435,
2127.994648232, 0.975327159,
2128.015079894, 0.977725098,
2128.035511657, 0.980240090,
2128.055943520, 0.982684471,
2128.076375184, 0.978523650,
2128.096806948, 0.973646291,
2128.117238811, 0.975451912,
2128.158102340, 0.976423099,
2128.178534105, 0.981237599,
2128.198965770, 0.978517183,
2128.219397635, 0.975753675,
2128.239829401, 0.977737620,
2128.260261066, 0.979776965,
2128.280692932, 0.979791437,
2128.301124699, 0.981107870,
2128.321556365, 0.986045399,
2128.341988232, 0.981240374,
2128.362419999, 0.989050284,
2128.423715302, 0.984705918,
2128.444147170, 0.979836199,
2128.464578939, 0.990723730,
2128.485010608, 0.989983289,
2128.505442477, 0.989239232,
2128.525874246, 0.985091247,
2128.546306016, 0.986527121,
2128.566737785, 0.982397638,
2128.587169555, 0.985616255,
2128.607601326, 0.984933395,
2128.628033096, 0.983950435,
2128.648464867, 0.982912457,
2128.668896639, 0.982678395,
2128.689328410, 0.984927843,
2128.709760282, 0.986590364,
2128.730191954, 0.986189246,
2128.750623726, 0.986295956,
2128.771055599, 0.987236885,
2128.791487271, 0.982664273,
2128.811919044, 0.986624229,
2128.832350918, 0.976692397,
2128.852782591, 0.962991024,
2128.914077914, 0.988627847,
2128.934509789, 0.987697235,
2128.954941564, 0.986356041,
2128.975373339, 0.986090312,
2128.995805114, 0.989199984,
2129.016236890, 0.990475147,
2129.036668666, 0.992298777,
2129.057100443, 0.994532141,
2129.077532219, 0.998609174,
2129.097964096, 1.002196180,
2129.159259429, 0.994870189,
2129.179691207, 0.995010065,
2129.200122885, 0.994386874,
2129.220554764, 0.991604629,
2129.240986543, 0.993095747,
2129.261418322, 0.995698607,
2129.281850101, 0.997072547,
2129.302281881, 0.999682052,
2129.322713661, 0.998221388,
2129.343145441, 0.998242776,
2129.384009002, 0.992333205,
2129.404440784, 0.990099782,
2129.424872465, 0.990678196,
2129.445304347, 0.990110011,
2129.465736128, 0.994038980,
2129.486168011, 0.996794788,
2129.506599693, 1.002972052,
2129.527031476, 1.003269651,
2129.547463359, 1.005965477,
2129.567895042, 1.013436270,
2129.588326826, 1.015121406,
2129.649622279, 1.014602862,
2129.670054063, 1.013347586,
2129.690485848, 1.016411923,
2129.710917634, 1.012782624,
2129.731349419, 1.015469955,
2129.751781205, 1.018516041,
2129.772212991, 1.017592966,
2129.792644778, 1.017067000,
2129.813076565, 1.017673503,
2129.833508452, 1.018745535,
2129.874372026, 1.016653557,
2129.894803814, 1.018993540,
2129.915235503, 1.017155655,
2129.935667391, 1.022630031,
2129.956099180, 1.021846256,
2129.976530869, 1.019232552,
2129.996962758, 1.018379529,
2130.017394448, 1.019446019,
2130.037826338, 1.018378536,
2130.058258128, 1.018277630,
2130.078689818, 1.019047309,
2130.119553500, 1.017849035,
2130.139985191, 1.019048768,
2130.160417083, 1.016230026,
2130.180848875, 1.014154934,
2130.201280767, 1.010375726,
2130.221712459, 1.004662817,
2130.242144252, 0.999544234,
2130.262576145, 0.991941362,
2130.283007838, 1.004129138,
2130.303439632, 1.000642851,
2130.323871526, 0.990663450,
2130.364735015, 0.971664986,
2130.385166909, 0.962135160,
2130.405598705, 0.957446672,
2130.426030500, 0.955672177,
2130.446462296, 0.956226259,
2130.466894091, 0.955502460,
2130.487325988, 0.949879639,
2130.507757684, 0.941442942,
2130.528189481, 0.937157473,
2130.548621378, 0.943753002,
2130.569053076, 0.949503640,
2130.630348470, 0.954452500,
2130.650780368, 0.970740243,
2130.671212067, 0.984611397,
2130.691643866, 0.996037122,
2130.712075766, 1.001774301,
2130.732507465, 1.002106536,
2130.752939366, 0.997070327,
2130.773371166, 0.997923235,
2130.793802867, 1.002157338,
2130.814234767, 0.991976287,
2130.875530172, 0.997237593,
2130.895961974, 0.997258244,
2130.916393777, 0.997709642,
2130.936825579, 0.999654037,
2130.957257382, 0.998826343,
2130.977689286, 1.001169276,
2130.998121089, 0.999860172,
2131.018552793, 1.001494994,
2131.038984697, 1.001426743,
2131.059416502, 1.001933147,
2131.120711917, 0.999279959,
2131.141143723, 1.000569898,
2131.161575529, 1.002741412,
2131.182007335, 1.004056480,
2131.202439242, 1.005386251,
2131.222870949, 1.006755227,
2131.243302756, 1.007858389,
2131.263734563, 1.005989109,
2131.284166371, 1.004798849,
2131.304598279, 1.001416644,
2131.365893705, 0.986963219,
2131.386325414, 0.988088822,
2131.406757224, 0.991780434,
2131.427189134, 0.991931407,
2131.447620844, 0.992232389,
2131.468052655, 0.990591915,
2131.488484566, 1.000337401,
2131.508916277, 0.996541437,
2131.529348188, 0.998572314,
2131.549780000, 0.999773404,
2131.590643624, 0.996950732,
2131.611075437, 0.998595599,
2131.631507250, 0.997699286,
2131.651939163, 0.999596501,
2131.672370876, 1.000826026,
2131.692802790, 1.003759357,
2131.713234604, 1.005608833,
2131.733666319, 1.009143756,
2131.754098234, 1.010253359,
2131.774530049, 1.015021637,
2131.794961764, 1.014300118,
2131.876689129, 1.011002335,
2131.897120946, 1.010731331,
2131.917552763, 1.014345548,
2131.937984580, 1.014068334,
2131.958416398, 1.015039838,
2131.978848216, 1.016259120,
2131.999280035, 1.015643535,
2132.019711853, 1.017485414,
2132.040143672, 1.017234424,
2132.060575492, 1.017838465,
2132.081007412, 1.018408909,
2132.101439132, 1.016941324,
2132.121870952, 1.017204100,
2132.142302872, 1.021353121,
2132.162734593, 1.024770238,
2132.183166415, 1.022828560,
2132.203598336, 1.024472730,
2132.224030158, 1.023901932,
2132.244461980, 1.028037775,
2132.264893803, 1.026694921,
2132.285325625, 1.028587279,
2132.326189272, 1.015287485,
2132.346621096, 1.013476631,
2132.367053020, 1.019770425,
2132.387484744, 1.016900498,
2132.407916669, 1.016778111,
2132.428348494, 1.013740777,
2132.448780219, 1.011839215,
2132.469212145, 1.012959601,
2132.489643970, 1.013016913,
2132.510075697, 1.012502853,
2132.530507623, 1.011178242,
2132.571371177, 1.005303946,
2132.591803105, 0.998997154,
2132.612234933, 0.999053433,
2132.632666761, 1.004027015,
2132.653098589, 1.000443227,
2132.673530318, 0.999641662,
2132.693962247, 0.999009796,
2132.714394076, 1.000838810,
2132.734825906, 1.002496486,
2132.755257736, 1.003398009,
2132.775689566, 1.002791861,
2132.836985059, 0.997854348,
2132.857416991, 0.996672439,
2132.877848823, 0.992395727,
2132.898280555, 0.989972326,
2132.918712488, 0.986776934,
2132.939144320, 0.985618961,
2132.959576154, 0.987971578,
2132.980007987, 0.994650806,
2133.000439821, 1.005054407,
2133.020871755, 1.004260231,
2133.082167259, 1.002213423,
2133.102598995, 1.004668001,
2133.123030931, 1.003851390,
2133.143462767, 1.004265616,
2133.163894503, 1.003257493,
2133.184326440, 1.001820583,
2133.204758277, 1.004680623,
2133.225190014, 1.006269317,
2133.245621952, 1.007364021,
2133.266053790, 1.008080795,
2133.306917467, 1.000445090,
2133.327349206, 1.002357465,
2133.347781145, 1.002013748,
2133.368212985, 1.000040389,
2133.388644725, 0.998072649,
2133.409076665, 1.000716277,
2133.429508505, 1.001143780,
2133.449940346, 1.001757385,
2133.470372187, 1.003370170,
2133.490804029, 1.002950696,
2133.511235971, 1.004056367,
2133.552099556, 1.002214557,
2133.572531499, 0.998472692,
2133.592963342, 0.994801680,
2133.613395085, 0.989989830,
2133.633827029, 0.988916768,
2133.654258873, 0.990785015,
2133.674690818, 0.989654442,
2133.695122563, 0.996441595,
2133.715554408, 0.996029873,
2133.735986353, 0.992887405,
2133.756418099, 0.989036320,
2133.776849945, 0.984754734,
2133.797281892, 0.983444512,
2133.817713638, 0.984428373,
2133.838145485, 0.984644654,
2133.858577433, 0.988790568,
2133.879009181, 0.990983285,
2133.899441129, 0.991675722,
2133.919872977, 0.992766474,
2133.940304726, 0.995385852,
2133.960736675, 0.995142741,
2134.062895925, 1.007217134,
2134.083327776, 1.005412507,
2134.103759628, 1.008282815,
2134.124191480, 1.013448314,
2134.144623332, 1.029214868,
2134.165055184, 1.036767564,
2134.185487037, 1.029523776,
2134.205918890, 1.025172441,
2134.226350743, 1.025204373,
2134.246782697, 1.024506629,
2134.267214451, 1.027731151,
2134.287646405, 1.028248417,
2134.308078260, 1.029902957,
2134.348941971, 1.026968273,
2134.369373826, 1.022536334,
2134.389805582, 1.013569347,
2134.430669396, 1.017718421,
2134.451101353, 1.000324228,
2134.471533110, 1.000365054,
2134.491964968, 0.981123661,
2134.553260543, 0.992790437,
2134.573692402, 0.988618693,
2134.594124261, 0.984072106,
2134.614556221, 0.984251353,
2134.634988081, 0.985881763,
2134.655419842, 0.987200125,
2134.675851802, 0.986476302,
2134.696283564, 0.987866117,
2134.716715425, 0.991879786,
2134.737147387, 0.991825286,
2134.798442974, 0.985276406,
2134.818874837, 0.984828607,
2134.839306701, 0.985127749,
2134.859738564, 0.987162984,
2134.880170429, 0.986184486,
2134.900602393, 0.988841172,
2134.921034158, 0.988164762,
2134.941466023, 0.989776491,
2134.961897989, 0.988129814,
2134.982329755, 0.984598363,
2135.043625354, 0.966851586,
2135.064057321, 0.963656720,
2135.084489189, 0.965780125,
2135.104920957, 0.969756524,
2135.125352925, 0.974721384,
2135.145784794, 0.981246190,
2135.166216763, 0.984267664,
2135.186648532, 0.986689648,
2135.207080402, 0.988362427,
2135.227512371, 0.991838397,
2135.268376013, 1.004529561,
2135.288807984, 0.998268508,
2135.309239755, 1.001757667,
2135.329671626, 1.002727264,
2135.370535371, 1.005706437,
2135.390967344, 1.005364476,
2135.411399217, 1.003685062,
2135.431830990, 1.003855109,
2135.452262964, 1.000041825,
2135.472694838, 0.995146973,
2135.533990462, 0.990518617,
2135.554422438, 0.992960316,
2135.574854214, 0.995569981,
2135.595286090, 0.994943085,
2135.615718067, 0.993529846,
2135.636149843, 0.993003537,
2135.656581721, 0.992936082,
2135.677013698, 0.991052783,
2135.697445476, 0.992340254,
2135.717877454, 0.991420947,
2135.779173091, 0.995988583,
2135.799604971, 0.989667286,
2135.820036751, 0.987219555,
2135.840468731, 0.980880547,
2135.881332493, 0.977973941,
2135.901764375, 0.977105459,
2135.922196256, 0.983024187,
2135.942628239, 0.988095711,
2135.963060021, 0.989766857,
2135.983491904, 0.990749763,
2136.003923787, 0.991313110,
2136.024355670, 0.993515796,
2136.044787554, 0.992052569,
2136.065219539, 0.993047143,
2136.085651323, 0.994112737,
2136.106083308, 0.993522837,
2136.126515193, 0.993411972,
2136.146946979, 0.991411299,
2136.167378965, 0.989175686,
2136.187810851, 0.993262797,
2136.208242638, 0.999111480,
2136.249106513, 1.001967721,
2136.269538500, 1.003534407,
2136.289970289, 1.002565940,
2136.310402177, 1.005008512,
2136.330834166, 1.002148090,
2136.351265955, 1.001487267,
2136.371697845, 1.010391974,
2136.412561625, 1.006751801,
2136.432993515, 0.989610484,
2136.453425507, 0.978127829,
2136.514721181, 1.024405538,
2136.535153074, 1.024860020,
2136.555584967, 1.026883753,
2136.576016860, 1.027363780,
2136.596448753, 1.028239428,
2136.616880647, 1.027585271,
2136.637312541, 1.026693644,
2136.657744436, 1.023568895,
2136.678176331, 1.016686598,
2136.698608226, 1.012599844,
2136.759903914, 1.014550558,
2136.780335911, 1.011134870,
2136.800767708, 1.010677161,
2136.821199705, 1.007609566,
2136.841631603, 1.006966673,
2136.862063401, 1.002993202,
2136.882495400, 1.000950846,
2136.902927299, 0.997443734,
2136.923359098, 0.996382375,
2136.943791097, 0.993180951,
2137.005086798, 0.983581706,
2137.025518700, 0.989593080,
2137.045950701, 0.991578748,
2137.066382503, 0.993723751,
2137.086814405, 0.998514967,
2137.107246407, 1.002982085,
2137.127678210, 1.001006759,
2137.148110113, 0.999039557,
2137.168542117, 1.002727271,
2137.188974021, 1.006482740,
2137.250269735, 1.004284506,
2137.270701641, 1.000919958,
2137.291133547, 0.996337948,
2137.311565453, 0.991786876,
2137.331997359, 0.990167224,
2137.352429266, 0.990071903,
2137.372861173, 0.988862320,
2137.393293081, 0.988446654,
2137.413724989, 0.993206819,
2137.434156997, 0.995866101,
2137.495452725, 0.998143732,
2137.515884534, 1.000905921,
2137.536316545, 1.005481958,
2137.556748455, 1.010514946,
2137.577180266, 1.007938262,
2137.597612277, 1.008189645,
2137.618044189, 1.007855755,
2137.638476001, 1.008367949,
2137.658908013, 1.008550519,
2137.679339926, 1.008629046,
2137.720203753, 1.003235261,
2137.740635667, 1.001905914,
2137.761067681, 0.999931861,
2137.781499496, 0.998888738,
2137.801931411, 1.000791168,
2137.822363426, 1.000138636,
2137.842795242, 0.999263138,
2137.863227158, 0.999115800,
2137.904091091, 0.995630445,
2137.924523009, 0.994375820,
2137.965386744, 0.994199856,
2137.985818763, 0.993801327,
2138.006250681, 0.993993004,
2138.026682500, 0.994827733,
2138.047114520, 0.993080204,
2138.067546440, 0.992671860,
2138.087978460, 0.992076536,
2138.108410281, 0.989829385,
2138.128842202, 0.984945007,
2138.149274223, 0.992129078,
2138.169706045, 0.998505627,
2138.231001812, 0.990793476,
2138.251433835, 0.992702454,
2138.271865759, 0.991752310,
2138.292297583, 0.996655803,
2138.312729607, 1.000053558,
2138.333161532, 1.001894175,
2138.353593357, 1.001091613,
2138.374025382, 1.001109469,
2138.394457308, 1.000069620,
2138.414889235, 0.999745072,
2138.435321161, 1.003198137,
2138.455753088, 1.003628419,
2138.476185115, 1.005020313,
2138.496616943, 1.005771339,
2138.517048872, 1.006687797,
2138.557912829, 1.004202252,
2138.578344658, 1.000676757,
2138.598776688, 0.996217039,
2138.619208518, 1.004514388,
2138.639640548, 1.003222104,
2138.660072479, 1.001139118,
2138.721368274, 0.997370420,
2138.741800106, 0.999992091,
2138.762232139, 1.000962016,
2138.782664072, 1.005167288,
